name,city,state,pred_degree,type,region,locale,adm_rate,math_stat,size,cost,student_expend,earnings,debt
Elmhurst University,Elmhurst,IL,Bachelors,Private,Great Lakes,Suburb,0.7574,0.0038,2954,51829,7522,61462,20489
Eureka College,Eureka,IL,Bachelors,Private,Great Lakes,Town,0.8847,0.0084,522,38518,6669,51641,23250
First Institute of Travel Inc.,Crystal Lake,IL,Associates,Private,Great Lakes,Suburb,NA,0,274,NA,1946,36196,9500
Fox College,Tinley Park,IL,Associates,Private,Great Lakes,Suburb,0.7656,0,239,21635,7969,41539,16209
Garrett-Evangelical Theological Seminary,Evanston,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,24935,NA,PS
Gem City College,Quincy,IL,Associates,Private,Great Lakes,Town,NA,0,42,NA,7545,19219,9833
Governors State University,University Park,IL,Bachelors,Public,Great Lakes,Suburb,NA,0.0064,2518,23076,11923,58169,18618
Graham Hospital School of Nursing,Canton,IL,Associates,Private,Great Lakes,Town,1,0,36,27408,37380,63586,PS
Greenville University,Greenville,IL,Bachelors,Private,Great Lakes,Town,0.9537,0.0222,873,43713,7088,46827,23875
G Skin & Beauty Institute,Schaumburg,IL,Associates,Private,Great Lakes,City,NA,0,494,NA,4444,29032,6333
Hair Professionals Career College,Sycamore,IL,Associates,Private,Great Lakes,Suburb,NA,0,65,NA,2097,23568,9833
Hair Professionals School of Cosmetology,Oswego,IL,Associates,Private,Great Lakes,Suburb,NA,0,121,NA,1206,23412,9833
Hebrew Theological College,Skokie,IL,Bachelors,Private,Great Lakes,City,0.92,0,81,21742,16810,33291,14000
Highland Community College,Freeport,IL,Associates,Public,Great Lakes,Rural,NA,0,926,12397,11201,37928,8029
Rosalind Franklin University of Medicine and Science,North Chicago,IL,Graduate,Private,Great Lakes,Suburb,NA,NA,NA,NA,20076,NA,PS
University of Illinois Chicago,Chicago,IL,Bachelors,Public,Great Lakes,City,0.785,0.0118,21814,26998,25464,68740,16704
Benedictine University,Lisle,IL,Bachelors,Private,Great Lakes,Suburb,0.7722,0.0037,1817,46548,8585,63446,22500
Illinois College of Optometry,Chicago,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,21938,NA,NA
University of Illinois Urbana-Champaign,Champaign,IL,Bachelors,Public,Great Lakes,City,0.4369,0.0489,34623,32134,13341,81054,19500
Illinois Wesleyan University,Bloomington,IL,Bachelors,Private,Great Lakes,City,0.4517,0.0115,1570,68399,19122,70871,27000
Illinois Central College,East Peoria,IL,Associates,Public,Great Lakes,Suburb,NA,0,4909,17251,8621,37366,8900
Illinois College,Jacksonville,IL,Bachelors,Private,Great Lakes,Town,0.7467,0.0106,925,47337,9641,52575,25565
Illinois Eastern Community Colleges,Olney,IL,Associates,Public,Great Lakes,Town,NA,0,549,17518,3914,37533,6500
Illinois Institute of Technology,Chicago,IL,Bachelors,Private,Great Lakes,City,0.5542,0.0238,2812,67720,12366,82592,25000
Illinois State University,Normal,IL,Bachelors,Public,Great Lakes,Suburb,0.8901,0.0187,18414,32458,8906,62117,20482
Illinois Valley Community College,Oglesby,IL,Associates,Public,Great Lakes,Town,NA,0,1851,11563,7884,40810,8233
Institute for Clinical Social Work,Chicago,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,7657,NA,NA
John A Logan College,Carterville,IL,Associates,Public,Great Lakes,Town,NA,0,2018,12682,5872,34096,PS
John Wood Community College,Quincy,IL,Associates,Public,Great Lakes,Town,NA,0,1387,13346,8505,38631,8029
Joliet Junior College,Joliet,IL,Associates,Public,Great Lakes,Suburb,NA,0,8843,9757,10942,42889,9711
Judson University,Elgin,IL,Bachelors,Private,Great Lakes,City,0.6312,0.0099,780,43951,10295,56313,25000
Kankakee Community College,Kankakee,IL,Associates,Public,Great Lakes,City,NA,0,1904,12209,8579,38767,9969
Kaskaskia College,Centralia,IL,Associates,Public,Great Lakes,Rural,NA,0,1842,12038,5383,38801,3750
Kishwaukee College,Malta,IL,Associates,Public,Great Lakes,Rural,NA,0,1794,14504,6868,39657,9395
Knox College,Galesburg,IL,Bachelors,Private,Great Lakes,Town,0.7113,0.0165,997,65796,18814,54820,27000
Educators of Beauty College of Cosmetology-Peru,PERU,IL,Associates,Private,Great Lakes,Town,NA,0,60,NA,4726,21949,9833
College of Lake County,Grayslake,IL,Associates,Public,Great Lakes,Suburb,NA,0,9282,10969,7991,43424,8735
Lake Forest College,Lake Forest,IL,Bachelors,Private,Great Lakes,Suburb,0.5941,0.0194,1782,68191,11804,61825,26158
Lake Forest Graduate School of Management,Lake Forest,IL,Graduate,Private,Great Lakes,Suburb,NA,NA,NA,NA,4879,NA,PS
Lake Land College,Mattoon,IL,Associates,Public,Great Lakes,Rural,NA,0,2492,10023,8794,38877,6188
Lakeview College of Nursing,Danville,IL,Bachelors,Private,Great Lakes,Town,NA,0,81,NA,15933,84522,15000
Lewis and Clark Community College,Godfrey,IL,Associates,Public,Great Lakes,Suburb,NA,0,2252,9167,9076,37724,6751
Lewis University,Romeoville,IL,Bachelors,Private,Great Lakes,Suburb,0.7273,0.0047,3665,45843,10876,66099,21500
Lincoln Christian University,Lincoln,IL,Bachelors,Private,Great Lakes,Town,NA,0,44,28671,6985,43038,20250
Lincoln Land Community College,Springfield,IL,Associates,Public,Great Lakes,Rural,NA,0,3917,11600,5866,38479,11011
Lincoln College of Technology-Melrose Park,Melrose Park,IL,Associates,Private,Great Lakes,Suburb,NA,0,1345,NA,4702,38683,11250
Loyola University Chicago,Chicago,IL,Bachelors,Private,Great Lakes,City,0.8139,0.0063,11576,64167,13165,71530,24157
Lutheran School of Theology at Chicago,Chicago,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,44486,NA,PS
Trinity College of Nursing & Health Sciences,Rock Island,IL,Bachelors,Private,Great Lakes,City,NA,0,59,NA,15012,58743,24000
Steven Papageorge Hair Academy,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,68,NA,1320,29592,PS
Generations College,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,317,25660,7748,34706,25250
McCormick Theological Seminary,Chicago,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,33782,NA,PS
McHenry County College,Crystal Lake,IL,Associates,Public,Great Lakes,Rural,NA,0,4335,12971,5395,45143,6260
McKendree University,Lebanon,IL,Bachelors,Private,Great Lakes,Suburb,0.6388,0.0278,1600,47121,5291,58572,23250
Meadville Theological School of Lombard College,Chicago,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,30413,NA,PS
Methodist College,Peoria,IL,Bachelors,Private,Great Lakes,City,0.3111,0,374,26280,14637,69800,31250
Millikin University,Decatur,IL,Bachelors,Private,Great Lakes,City,0.5405,0.0197,1458,41297,12324,51262,27000
Monmouth College,Monmouth,IL,Bachelors,Private,Great Lakes,Town,0.8662,0.0164,725,55529,17765,51110,27000
Moody Bible Institute,Chicago,IL,Bachelors,Private,Great Lakes,City,0.9754,0,1586,34510,10904,45399,18149
Moraine Valley Community College,Palos Hills,IL,Associates,Public,Great Lakes,Suburb,NA,0,7417,11921,7593,43892,9500
Morrison Institute of Technology,Morrison,IL,Associates,Private,Great Lakes,Rural,NA,0,54,30350,10305,63571,12000
Morton College,Cicero,IL,Associates,Public,Great Lakes,Suburb,NA,0,2593,12170,8146,42406,8000
National Louis University,Chicago,IL,Bachelors,Private,Great Lakes,City,0.9312,0,4100,25350,5700,45799,19750
National University of Health Sciences,Lombard,IL,Bachelors,Private,Great Lakes,Suburb,NA,0,22,NA,15703,58723,12500
Cosmetology Concepts Niles,Niles,IL,Associates,Private,Great Lakes,Suburb,NA,0,55,NA,2450,20303,PS
North Central College,Naperville,IL,Bachelors,Private,Great Lakes,City,0.5831,0.012,2360,54803,11907,60123,24500
North Park University,Chicago,IL,Bachelors,Private,Great Lakes,City,0.7284,0.0204,1844,42040,7652,59572,25500
Northern Baptist Theological Seminary,Lisle,IL,Graduate,Private,Great Lakes,Suburb,NA,NA,NA,NA,7596,NA,PS
Northern Illinois University,Dekalb,IL,Bachelors,Public,Great Lakes,Suburb,0.7045,0.0139,11277,27214,13260,57808,22162
Northwestern University,Evanston,IL,Bachelors,Private,Great Lakes,City,0.0715,0.035,8960,87804,45401,89363,15000
Northeastern Illinois University,Chicago,IL,Bachelors,Public,Great Lakes,City,0.704,0.0067,3869,27208,16588,52234,14600
Oakton College,Des Plaines,IL,Associates,Public,Great Lakes,City,NA,0,6229,11344,9850,47852,5250
Oehrlein School of Cosmetology,East Peoria,IL,Associates,Private,Great Lakes,Suburb,NA,0,67,NA,6566,18890,9833
Olivet Nazarene University,Bourbonnais,IL,Bachelors,Private,Great Lakes,Suburb,0.669,0.0017,2485,50557,9179,53213,25000
Parkland College,Champaign,IL,Associates,Public,Great Lakes,City,NA,0,3293,14011,9590,38320,8548
Prairie State College,Chicago Heights,IL,Associates,Public,Great Lakes,Suburb,NA,0,2448,13813,5966,36696,11000
Principia College,Elsah,IL,Bachelors,Private,Great Lakes,Rural,0.444,0.0282,337,NA,34010,NA,NA
Professional's Choice Hair Design Academy,Joliet,IL,Associates,Private,Great Lakes,Suburb,NA,0,58,NA,5504,30341,PS
Quincy University,Quincy,IL,Bachelors,Private,Great Lakes,Town,0.4989,0.0051,1038,45102,6689,50369,24000
Rend Lake College,Ina,IL,Associates,Public,Great Lakes,Rural,NA,0,1196,14638,3668,35775,5809
Richland Community College,Decatur,IL,Associates,Public,Great Lakes,City,NA,0,1412,11407,10037,38793,8256
Rock Valley College,Rockford,IL,Associates,Public,Great Lakes,City,NA,0,4362,14351,6983,39158,8500
Rockford University,Rockford,IL,Bachelors,Private,Great Lakes,City,0.5723,0.0049,956,47033,8779,54794,22274
Roosevelt University,Chicago,IL,Bachelors,Private,Great Lakes,City,0.9427,0.0082,2583,48426,12172,48712,22000
Dominican University,River Forest,IL,Bachelors,Private,Great Lakes,Suburb,0.798,0.012,2271,44414,11667,60327,24411
Rush University,Chicago,IL,Bachelors,Private,Great Lakes,City,NA,0,120,NA,17223,75194,21988
Saint Francis Medical Center College of Nursing,Peoria,IL,Bachelors,Private,Great Lakes,City,NA,0,267,NA,17049,72850,15000
University of St Francis,Joliet,IL,Bachelors,Private,Great Lakes,Suburb,0.6393,0.0086,1292,45375,6511,63926,21079
St. John's College-Department of Nursing,Springfield,IL,Bachelors,Private,Great Lakes,City,NA,0,76,NA,27484,86331,18750
Saint Xavier University,Chicago,IL,Bachelors,Private,Great Lakes,City,0.8575,0.0116,3030,42237,7359,58656,22223
University of Illinois Springfield,Springfield,IL,Bachelors,Public,Great Lakes,City,0.8437,0.0227,2292,23643,8638,57103,19128
Sauk Valley Community College,Dixon,IL,Associates,Public,Great Lakes,Rural,NA,0,1164,14253,6102,40458,8250
Shawnee Community College,Ullin,IL,Associates,Public,Great Lakes,Rural,NA,0,675,13113,4400,32999,PS
St. Augustine College,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,749,23056,6826,35723,4423
University of Saint Mary of the Lake,Mundelein,IL,Graduate,Private,Great Lakes,Suburb,NA,NA,NA,NA,38682,NA,PS
Southeastern Illinois College,Harrisburg,IL,Associates,Public,Great Lakes,Rural,NA,0,659,12139,4552,33763,PS
National Latino Education Institute,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,2,NA,0,37120,PS
Spertus College,Chicago,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,27713,NA,PS
Spoon River College,Canton,IL,Associates,Public,Great Lakes,Rural,NA,0,735,11871,7735,38386,PS
Saint Anthony College of Nursing,Rockford,IL,Bachelors,Private,Great Lakes,City,1,0,152,NA,17061,77709,20000
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,Associates,Private,Great Lakes,Town,NA,0,57,NA,11176,21463,9833
Southern Illinois University-Carbondale,Carbondale,IL,Bachelors,Public,Great Lakes,Town,0.9044,0.0041,8116,29268,16657,53390,21543
Southern Illinois University Edwardsville,Edwardsville,IL,Bachelors,Public,Great Lakes,Suburb,0.9721,0.0051,8836,25302,13028,56346,20500
Taylor Business Institute,Chicago,IL,Associates,Private,Great Lakes,City,0.8929,0,70,23713,1220,25559,PS
Telshe Yeshiva-Chicago,Chicago,IL,Bachelors,Private,Great Lakes,City,1,0,78,20000,27712,NA,PS
South Suburban College,South Holland,IL,Associates,Public,Great Lakes,Suburb,NA,0,2012,10713,7256,33680,PS
Trinity Christian College,Palos Heights,IL,Bachelors,Private,Great Lakes,Suburb,0.8865,0.0151,796,47066,11686,55700,25009
Trinity International University-Illinois,Deerfield,IL,Bachelors,Private,Great Lakes,Suburb,0.9318,0.0198,140,47751,10563,46989,26082
Triton College,River Grove,IL,Associates,Public,Great Lakes,Suburb,NA,0,6229,11608,5465,41728,9413
University of Spa & Cosmetology Arts,Springfield,IL,Associates,Private,Great Lakes,City,NA,0,165,NA,2614,27084,4584
VanderCook College of Music,Chicago,IL,Bachelors,Private,Great Lakes,City,0.973,0,70,38850,11159,47863,27000
Waubonsee Community College,Sugar Grove,IL,Associates,Public,Great Lakes,Rural,NA,0,5499,14661,5584,44788,7000
Western Illinois University,Macomb,IL,Bachelors,Public,Great Lakes,Town,0.7496,0.0027,4939,27828,11025,54163,25251
Wheaton College,Wheaton,IL,Bachelors,Private,Great Lakes,Suburb,0.8998,0.0458,2087,56447,17639,63756,23250
William Rainey Harper College,Palatine,IL,Associates,Public,Great Lakes,Suburb,NA,0,8815,12833,7805,48071,10184
Anderson University,Anderson,IN,Bachelors,Private,Great Lakes,City,0.5342,0.0041,1070,49098,11188,48899,27000
Ball State University,Muncie,IN,Bachelors,Public,Great Lakes,City,0.716,0.0013,13770,25134,10908,51833,23250
Bethel University,Mishawaka,IN,Bachelors,Private,Great Lakes,City,0.9868,0.0304,1069,42276,8904,48860,25000
Butler University,Indianapolis,IN,Bachelors,Private,Great Lakes,City,0.8587,0.0153,4383,64503,14610,77235,26000
Calumet College of Saint Joseph,Whiting,IN,Bachelors,Private,Great Lakes,Suburb,NA,0,560,31758,7539,46945,21534
Christian Theological Seminary,Indianapolis,IN,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,24662,NA,PS
College of Court Reporting Inc,Valparaiso,IN,Associates,Private,Great Lakes,Suburb,NA,0,183,43083,6243,43927,PS
Concordia Theological Seminary,Fort Wayne,IN,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,13529,NA,PS
Tricoci University of Beauty Culture-Highland,Highland,IN,Associates,Private,Great Lakes,Suburb,NA,0,317,NA,2964,22374,7307
DePauw University,Greencastle,IN,Bachelors,Private,Great Lakes,Town,0.5406,0.0174,1804,72560,25713,70527,27000
Don Roberts School of Hair Design,Schererville,IN,Associates,Private,Great Lakes,Suburb,NA,0,30,NA,3625,19976,8025
Earlham College,Richmond,IN,Bachelors,Private,Great Lakes,Town,0.7422,0.0143,612,64237,39828,50797,23488
University of Evansville,Evansville,IN,Bachelors,Private,Great Lakes,City,0.7765,0.0183,1477,56068,14408,53770,24606
Franklin College,Franklin,IN,Bachelors,Private,Great Lakes,Suburb,0.7058,0.0294,872,50708,10370,55376,27000
Goshen College,Goshen,IN,Bachelors,Private,Great Lakes,City,0.8894,0.0132,761,47206,14207,51943,22974
Grace College and Theological Seminary,Winona Lake,IN,Bachelors,Private,Great Lakes,Town,0.8078,0,1511,40539,6803,45411,19500
Hanover College,Hanover,IN,Bachelors,Private,Great Lakes,Town,0.8397,0.014,958,55798,19635,53957,25250
J Michael Harrold Beauty Academy,Terre Haute,IN,Associates,Private,Great Lakes,City,NA,0,94,NA,5199,26999,6650
Holy Cross College,Notre Dame,IN,Bachelors,Private,Great Lakes,Suburb,0.7371,0,533,48808,7972,50416,24000
PJ's College of Cosmetology-Clarksville,Clarksville,IN,Associates,Private,Great Lakes,Suburb,NA,0,222,NA,4163,22402,8289
Huntington University,Huntington,IN,Bachelors,Private,Great Lakes,Town,0.7115,0.0145,1016,40088,11808,46672,25576
Ivy Tech Community College,Indianapolis,IN,Associates,Public,Great Lakes,City,NA,0,54926,13891,3123,37186,10727
Purdue University Fort Wayne,Fort Wayne,IN,Bachelors,Public,Great Lakes,City,0.8566,0.0162,5450,19714,9508,45872,21500
Indiana University-Indianapolis,Indianapolis,IN,Bachelors,Public,Great Lakes,City,0.8139,0.0049,16582,22216,22861,55198,20000
University of Indianapolis,Indianapolis,IN,Bachelors,Private,Great Lakes,City,0.7276,0.0033,3147,48674,11691,53610,26864
Indiana Institute of Technology,Fort Wayne,IN,Bachelors,Private,Great Lakes,City,0.5689,0,1361,43490,2768,47327,26391
University of Southern Indiana,Evansville,IN,Bachelors,Public,Great Lakes,Suburb,0.9465,0.0094,5344,20749,9214,47605,20105
Indiana State University,Terre Haute,IN,Bachelors,Public,Great Lakes,City,0.915,0.0069,6620,23475,11407,48387,24000
Indiana University-Kokomo,Kokomo,IN,Bachelors,Public,Great Lakes,City,0.8469,0.0037,2308,13351,7278,49917,16961
Indiana University-South Bend,South Bend,IN,Bachelors,Public,Great Lakes,City,0.8599,0.0015,3807,15984,8285,44947,21355
Indiana University-Bloomington,Bloomington,IN,Bachelors,Public,Great Lakes,City,0.8037,0.0068,36571,27361,15997,63742,19509
Indiana University-Northwest,Gary,IN,Bachelors,Public,Great Lakes,Suburb,0.767,0.0018,2582,13371,8925,43361,21710
Indiana University-Southeast,New Albany,IN,Bachelors,Public,Great Lakes,Suburb,0.8312,0.0013,3088,15313,9649,47596,19684
Indiana University-East,Richmond,IN,Bachelors,Public,Great Lakes,Town,0.7124,0.126,2446,16756,7960,47156,18000
International Business College-Indianapolis,Indianapolis,IN,Associates,Private,Great Lakes,City,0.8182,0,145,22651,6836,38146,12000
Taylor Institute of Cosmetology II,Knox,IN,Associates,Private,Great Lakes,Rural,NA,0,45,NA,2627,14236,PS
Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,Associates,Private,Great Lakes,City,NA,0,87,NA,3804,26446,7307
Lincoln College of Technology-Indianapolis,Indianapolis,IN,Associates,Private,Great Lakes,City,NA,0,1004,NA,4592,46396,11730
Manchester University,North Manchester,IN,Bachelors,Private,Great Lakes,Town,0.913,0.0101,895,48321,12981,51504,26854
Marian University,Indianapolis,IN,Bachelors,Private,Great Lakes,City,0.9534,0.0045,2336,52691,12511,58759,27000
Indiana Wesleyan University-Marion,Marion,IN,Bachelors,Private,Great Lakes,Town,0.8221,0.0069,1927,42951,12709,59986,24250
Martin University,Indianapolis,IN,Bachelors,Private,Great Lakes,City,NA,0,164,25074,2778,22544,42002
Anabaptist Mennonite Biblical Seminary,Elkhart,IN,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,16455,NA,PS
Mid-America College of Funeral Service,Jeffersonville,IN,Associates,Private,Great Lakes,Suburb,NA,0,337,30379,3385,44505,16666
West Michigan College of Barbering and Beauty,Kalamazoo,MI,Associates,Private,Great Lakes,City,NA,0,85,NA,4058,NA,10433
University of Notre Dame,Notre Dame,IN,Bachelors,Private,Great Lakes,Suburb,0.1238,0.0329,8923,80211,36120,99980,19000
Oakland City University,Oakland City,IN,Bachelors,Private,Great Lakes,Rural,0.6821,0,470,39307,7839,43283,16758
PJ's College of Cosmetology-Richmond,Richmond,IN,Associates,Private,Great Lakes,Town,NA,0,71,NA,3405,24039,9833
Ravenscroft Beauty College,Fort Wayne,IN,Associates,Private,Great Lakes,City,NA,0,114,NA,4640,23187,7389
Rogers Academy of Hair Design,Evansville,IN,Associates,Private,Great Lakes,City,NA,0,101,NA,5573,22590,12652
Rose-Hulman Institute of Technology,Terre Haute,IN,Bachelors,Private,Great Lakes,City,0.7281,0.016,2224,74226,19767,101253,25000
University of Saint Francis-Fort Wayne,Fort Wayne,IN,Bachelors,Private,Great Lakes,City,0.9756,0,1599,45228,9936,55362,25976
