date,state,death,deathConfirmed,deathIncrease,deathProbable
2/21/21,GA,16744,14633,2,2111
2/21/21,GU,130,,0,
2/21/21,HI,431,431,1,
2/21/21,IA,5336,,0,
2/21/21,ID,1826,1607,0,219
2/21/21,IL,22466,20269,40,2197
2/21/21,IN,12372,11947,36,425
2/21/21,KS,4614,,0,
2/21/21,KY,4447,4033,21,414
2/21/21,LA,9466,8798,26,668
2/21/21,MA,15826,15508,47,318
2/21/21,MD,7715,7533,18,182
2/21/21,ME,658,643,0,15
2/21/21,MI,16342,15359,0,983
2/21/21,MN,6432,6162,9,270
2/21/21,MO,7715,,0,
2/21/21,MP,2,2,0,
2/21/21,MS,6553,4610,0,1943
2/21/21,MT,1342,,1,
2/21/21,NC,10926,9683,30,1243
2/21/21,ND,1465,,0,
2/21/21,NE,2047,,0,
2/21/21,NH,1154,,1,
2/21/21,NJ,22858,20569,24,2289
2/21/21,NM,3624,,14,
2/21/21,NV,4872,,4,
2/21/21,NY,37851,,75,
2/21/21,OH,16816,14301,67,2515
2/21/21,OK,4181,,26,
2/21/21,OR,2154,,5,
2/21/21,PA,23597,,27,
2/21/21,PR,1979,1686,22,293
2/21/21,RI,2463,,1,
2/21/21,SC,8324,7409,68,915
2/21/21,SD,1863,,4,
2/21/21,TN,11133,8956,18,2177
2/21/21,TX,41343,,130,
2/21/21,UT,1852,,10,
2/21/21,VA,7331,6320,134,1011
2/21/21,VI,25,,0,
2/21/21,VT,197,,1,
2/21/21,WA,4822,,0,
2/21/21,WI,6871,6284,0,587
2/21/21,WV,2261,1923,7,338
2/21/21,WY,662,,0,
2/20/21,AK,289,,0,
2/20/21,AL,9590,7525,17,2065
2/20/21,AR,5348,4298,12,1050
2/20/21,AS,0,,0,
2/20/21,AZ,15480,13674,59,1806
2/20/21,CA,48825,,481,
2/20/21,CO,5887,5159,9,728
2/20/21,CT,7523,6166,0,1357
2/20/21,DC,994,,1,
2/20/21,DE,1366,1235,23,131
2/20/21,FL,30339,,125,
2/20/21,GA,16742,14629,132,2113
2/20/21,GU,130,,0,
2/20/21,HI,430,430,0,
2/20/21,IA,5336,,0,
2/20/21,ID,1826,1607,0,219
2/20/21,IL,22426,20234,58,2192
2/20/21,IN,12336,11912,11,424
2/20/21,KS,4614,,0,
2/20/21,KY,4426,4017,25,409
2/20/21,LA,9440,8778,0,662
2/20/21,MA,15779,15462,53,317
2/20/21,MD,7697,7515,20,182
2/20/21,ME,658,643,2,15
2/20/21,MI,16342,15359,68,983
2/20/21,MN,6423,6153,11,270
2/20/21,MO,7715,,6,
2/20/21,MP,2,2,0,
2/20/21,MS,6553,4610,19,1943
2/20/21,MT,1341,,2,
2/20/21,NC,10896,9655,76,1241
2/20/21,ND,1465,,0,
2/20/21,NE,2047,,4,
2/20/21,NH,1153,,1,
2/20/21,NJ,22834,20545,50,2289
2/20/21,NM,3610,,11,
2/20/21,NV,4868,,37,
2/20/21,NY,37776,,101,
2/20/21,OH,16749,14248,56,2501
2/20/21,OK,4155,,23,
2/20/21,OR,2149,,0,
2/20/21,PA,23570,,90,
2/20/21,PR,1957,1664,10,293
2/20/21,RI,2462,,86,
2/20/21,SC,8256,7352,43,904
2/20/21,SD,1859,,6,
2/20/21,TN,11115,8942,51,2173
2/20/21,TX,41213,,227,
2/20/21,UT,1842,,8,
2/20/21,VA,7197,6198,99,999
2/20/21,VI,25,,0,
2/20/21,VT,196,,3,
2/20/21,WA,4822,,19,
2/20/21,WI,6871,6284,19,587
2/20/21,WV,2254,1919,6,335
2/20/21,WY,662,,0,
2/19/21,AK,289,,1,
2/19/21,AL,9573,7514,149,2059
2/19/21,AR,5336,4287,13,1049
2/19/21,AS,0,,0,
2/19/21,AZ,15421,13628,145,1793
2/19/21,CA,48344,,420,
2/19/21,CO,5878,5148,14,730
2/19/21,CT,7523,6166,27,1357
2/19/21,DC,993,,1,
2/19/21,DE,1343,1213,17,130
2/19/21,FL,30214,,224,
2/19/21,GA,16610,14530,207,2080
2/19/21,GU,130,,0,
2/19/21,HI,430,430,2,
2/19/21,IA,5336,,15,
2/19/21,ID,1826,1607,9,219
2/19/21,IL,22368,20192,71,2176
2/19/21,IN,12325,11898,44,427
2/19/21,KS,4614,,93,
2/19/21,KY,4401,3995,28,406
2/19/21,LA,9440,8778,34,662
2/19/21,MA,15726,15409,40,317
2/19/21,MD,7677,7495,16,182
2/19/21,ME,656,641,1,15
2/19/21,MI,16274,15296,23,978
2/19/21,MN,6412,6143,8,269
2/19/21,MO,7709,,14,
2/19/21,MP,2,2,0,
2/19/21,MS,6534,4603,3,1931
2/19/21,MT,1339,,2,
2/19/21,NC,10820,9595,54,1225
2/19/21,ND,1465,,0,
2/19/21,NE,2043,,18,
2/19/21,NH,1152,,2,
2/19/21,NJ,22784,20495,63,2289
2/19/21,NM,3599,,19,
2/19/21,NV,4831,,26,
2/19/21,NY,37675,,119,
2/19/21,OH,16693,14204,82,2489
2/19/21,OK,4132,,20,
2/19/21,OR,2149,,6,
2/19/21,PA,23480,,67,
2/19/21,PR,1947,1655,7,292
2/19/21,RI,2376,,9,
2/19/21,SC,8213,7325,58,888
2/19/21,SD,1853,,6,
2/19/21,TN,11064,8898,7,2166
2/19/21,TX,40986,,172,
2/19/21,UT,1834,,21,
2/19/21,VA,7098,6107,8,991
2/19/21,VI,25,,0,
2/19/21,VT,193,,0,
2/19/21,WA,4803,,44,
2/19/21,WI,6852,6267,36,585
2/19/21,WV,2248,1915,12,333
2/19/21,WY,662,,0,
2/18/21,AK,288,,0,
2/18/21,AL,9424,7391,78,2033
2/18/21,AR,5323,4276,10,1047
2/18/21,AS,0,,0,
2/18/21,AZ,15276,13510,213,1766
2/18/21,CA,47924,,417,
2/18/21,CO,5864,5135,26,729
2/18/21,CT,7496,6145,20,1351
2/18/21,DC,992,,7,
2/18/21,DE,1326,1196,10,130
2/18/21,FL,29990,,166,
2/18/21,GA,16403,14358,130,2045
2/18/21,GU,130,,0,
2/18/21,HI,428,428,1,
2/18/21,IA,5321,,15,
2/18/21,ID,1817,1600,11,217
2/18/21,IL,22297,20129,73,2168
2/18/21,IN,12281,11854,31,427
2/18/21,KS,4521,,0,
2/18/21,KY,4373,3972,37,401
2/18/21,LA,9406,8753,15,653
2/18/21,MA,15686,15373,63,313
2/18/21,MD,7661,7479,31,182
2/18/21,ME,655,641,1,14
2/18/21,MI,16251,15273,91,978
2/18/21,MN,6404,6135,14,269
2/18/21,MO,7695,,225,
2/18/21,MP,2,2,0,
2/18/21,MS,6531,4601,7,1930
2/18/21,MT,1337,,3,
2/18/21,NC,10766,9554,96,1212
2/18/21,ND,1465,,4,
2/18/21,NE,2025,,7,
2/18/21,NH,1150,,2,
2/18/21,NJ,22721,20432,89,2289
2/18/21,NM,3580,,18,
2/18/21,NV,4805,,31,
2/18/21,NY,37556,,116,
2/18/21,OH,16611,14132,98,2479
2/18/21,OK,4112,,23,
2/18/21,OR,2143,,5,
2/18/21,PA,23413,,94,
2/18/21,PR,1940,1648,10,292
2/18/21,RI,2367,,15,
2/18/21,SC,8155,7277,38,878
2/18/21,SD,1847,,3,
2/18/21,TN,11057,8892,72,2165
2/18/21,TX,40814,,97,
2/18/21,UT,1813,,7,
2/18/21,VA,7090,6096,15,994
2/18/21,VI,25,,0,
2/18/21,VT,193,,2,
2/18/21,WA,4759,,50,
2/18/21,WI,6816,6232,18,584
2/18/21,WV,2236,1909,11,327
2/18/21,WY,662,,0,
2/17/21,AK,288,,1,
2/17/21,AL,9346,7324,89,2022
2/17/21,AR,5313,4268,26,1045
2/17/21,AS,0,,0,
2/17/21,AZ,15063,13328,82,1735
2/17/21,CA,47507,,400,
2/17/21,CO,5838,5114,10,724
2/17/21,CT,7476,6129,27,1347
2/17/21,DC,985,,3,
2/17/21,DE,1316,1190,25,126
2/17/21,FL,29824,,165,
2/17/21,GA,16273,14254,99,2019
2/17/21,GU,130,,0,
2/17/21,HI,427,427,1,
2/17/21,IA,5306,,43,
2/17/21,ID,1806,1589,3,217
2/17/21,IL,22224,20057,25,2167
2/17/21,IN,12250,11825,19,425
2/17/21,KS,4521,,115,
2/17/21,KY,4336,3941,18,395
2/17/21,LA,9391,8740,66,651
2/17/21,MA,15623,15312,56,311
2/17/21,MD,7630,7449,18,181
2/17/21,ME,654,640,3,14
2/17/21,MI,16160,15188,11,972
2/17/21,MN,6390,6124,10,266
2/17/21,MO,7470,,12,
2/17/21,MP,2,2,0,
2/17/21,MS,6524,4600,23,1924
2/17/21,MT,1334,,3,
2/17/21,NC,10670,9482,108,1188
2/17/21,ND,1461,,0,
2/17/21,NE,2018,,14,
2/17/21,NH,1148,,12,
2/17/21,NJ,22632,20343,135,2289
2/17/21,NM,3562,,12,
2/17/21,NV,4774,,41,
2/17/21,NY,37440,,112,
2/17/21,OH,16513,14046,60,2467
2/17/21,OK,4089,,28,
2/17/21,OR,2138,,1,
2/17/21,PA,23319,,193,
2/17/21,PR,1930,1640,6,290
2/17/21,RI,2352,,8,
2/17/21,SC,8117,7248,62,869
2/17/21,SD,1844,,0,
2/17/21,TN,10985,8834,31,2151
2/17/21,TX,40717,,72,
2/17/21,UT,1806,,9,
2/17/21,VA,7075,6080,38,995
2/17/21,VI,25,,0,
2/17/21,VT,191,,0,
2/17/21,WA,4709,,34,
2/17/21,WI,6798,6214,10,584
2/17/21,WV,2225,1898,9,327
2/17/21,WY,662,,0,
2/16/21,AK,287,,5,
2/16/21,AL,9257,7261,13,1996
2/16/21,AR,5287,4233,12,1054
2/16/21,AS,0,,0,
2/16/21,AZ,14981,13253,3,1728
2/16/21,CA,47107,,64,
2/16/21,CO,5828,5108,2,720
2/16/21,CT,7449,6106,2,1343
2/16/21,DC,982,,2,
2/16/21,DE,1291,1168,8,123
2/16/21,FL,29659,,225,
2/16/21,GA,16174,14176,246,1998
2/16/21,GU,130,,0,
2/16/21,HI,426,426,0,
2/16/21,IA,5263,,26,
2/16/21,ID,1803,1587,0,216
2/16/21,IL,22199,20034,33,2165
2/16/21,IN,12231,11805,40,426
2/16/21,KS,4406,,0,
2/16/21,KY,4318,3925,27,393
2/16/21,LA,9325,8691,0,634
2/16/21,MA,15567,15257,50,310
2/16/21,MD,7612,7430,32,182
2/16/21,ME,651,638,2,13
2/16/21,MI,16149,15177,19,972
2/16/21,MN,6380,6115,2,265
2/16/21,MO,7458,,3,
2/16/21,MP,2,2,0,
2/16/21,MS,6501,4594,37,1907
2/16/21,MT,1331,,3,
2/16/21,NC,10562,9392,61,1170
2/16/21,ND,1461,,0,
2/16/21,NE,2004,,1,
2/16/21,NH,1136,,1,
2/16/21,NJ,22497,20251,31,2246
2/16/21,NM,3550,,12,
2/16/21,NV,4733,,13,
2/16/21,NY,37328,,107,
2/16/21,OH,16453,14000,59,2453
2/16/21,OK,4061,,20,
2/16/21,OR,2137,,0,
2/16/21,PA,23126,,7,
2/16/21,PR,1924,1626,4,298
2/16/21,RI,2344,,10,
2/16/21,SC,8055,7196,21,859
2/16/21,SD,1844,,0,
2/16/21,TN,10954,8810,17,2144
2/16/21,TX,40645,,52,
2/16/21,UT,1797,,1,
2/16/21,VA,7037,6047,21,990
2/16/21,VI,25,,0,
2/16/21,VT,191,,1,
2/16/21,WA,4675,,0,
2/16/21,WI,6788,6204,39,584
2/16/21,WV,2216,1889,4,327
2/16/21,WY,662,,15,
2/15/21,AK,282,,0,
2/15/21,AL,9244,7252,2,1992
2/15/21,AR,5275,4222,10,1053
2/15/21,AS,0,,0,
2/15/21,AZ,14978,13250,0,1728
2/15/21,CA,47043,,200,
2/15/21,CO,5826,5106,2,720
2/15/21,CT,7447,6105,66,1342
2/15/21,DC,980,,1,
2/15/21,DE,1283,1160,0,123
2/15/21,FL,29434,,159,
2/15/21,GA,15928,13997,57,1931
2/15/21,GU,130,,0,
2/15/21,HI,426,426,0,
2/15/21,IA,5237,,1,
2/15/21,ID,1803,1587,0,216
2/15/21,IL,22166,20002,45,2164
2/15/21,IN,12191,11765,18,426
2/15/21,KS,4406,,42,
2/15/21,KY,4291,3901,9,390
2/15/21,LA,9325,8691,33,634
2/15/21,MA,15517,15208,33,309
2/15/21,MD,7580,7400,26,180
2/15/21,ME,649,636,0,13
2/15/21,MI,16130,15158,11,972
2/15/21,MN,6378,6113,2,265
2/15/21,MO,7455,,0,
2/15/21,MP,2,2,0,
2/15/21,MS,6464,4570,2,1894
2/15/21,MT,1328,,1,
2/15/21,NC,10501,9345,10,1156
2/15/21,ND,1461,,0,
2/15/21,NE,2003,,1,
2/15/21,NH,1135,,2,
2/15/21,NJ,22466,20220,12,2246
2/15/21,NM,3538,,9,
2/15/21,NV,4720,,11,
2/15/21,NY,37221,,103,
2/15/21,OH,16394,13945,48,2449
2/15/21,OK,4041,,17,
2/15/21,OR,2137,,0,
2/15/21,PA,23119,,23,
2/15/21,PR,1920,1623,1,297
2/15/21,RI,2334,,2,
2/15/21,SC,8034,7180,36,854
2/15/21,SD,1844,,0,
2/15/21,TN,10937,8797,4,2140
2/15/21,TX,40593,,66,
2/15/21,UT,1796,,2,
2/15/21,VA,7016,6028,4,988
2/15/21,VI,25,,0,
2/15/21,VT,190,,1,
2/15/21,WA,4675,,0,
2/15/21,WI,6749,6166,4,583
2/15/21,WV,2212,1886,2,326
2/15/21,WY,647,,0,
2/14/21,AK,282,,0,
2/14/21,AL,9242,7250,0,1992
2/14/21,AR,5265,4212,13,1053
2/14/21,AS,0,,0,
2/14/21,AZ,14978,13250,30,1728
2/14/21,CA,46843,,408,
2/14/21,CO,5824,5104,10,720
2/14/21,CT,7381,6049,0,1332
2/14/21,DC,979,,0,
2/14/21,DE,1283,1160,1,123
2/14/21,FL,29275,,96,
2/14/21,GA,15871,13964,21,1907
2/14/21,GU,130,,0,
2/14/21,HI,426,426,1,
2/14/21,IA,5236,,0,
2/14/21,ID,1803,1587,7,216
2/14/21,IL,22121,19961,34,2160
2/14/21,IN,12173,11746,24,427
2/14/21,KS,4364,,0,
2/14/21,KY,4282,3893,10,389
2/14/21,LA,9292,8663,16,629
2/14/21,MA,15484,15176,60,308
2/14/21,MD,7554,7374,18,180
2/14/21,ME,649,636,2,13
2/14/21,MI,16119,15150,0,969
2/14/21,MN,6376,6111,7,265
2/14/21,MO,7455,,2,
2/14/21,MP,2,2,0,
2/14/21,MS,6462,4569,1,1893
2/14/21,MT,1327,,0,
2/14/21,NC,10491,9337,38,1154
2/14/21,ND,1461,,0,
2/14/21,NE,2002,,0,
2/14/21,NH,1133,,3,
2/14/21,NJ,22454,20208,14,2246
2/14/21,NM,3529,,13,
2/14/21,NV,4709,,15,
2/14/21,NY,37118,,109,
2/14/21,OH,16346,13904,6,2442
2/14/21,OK,4024,,30,
2/14/21,OR,2137,,43,
2/14/21,PA,23096,,24,
2/14/21,PR,1919,1623,4,296
2/14/21,RI,2332,,3,
2/14/21,SC,7998,7149,87,849
2/14/21,SD,1844,,6,
2/14/21,TN,10933,8793,31,2140
2/14/21,TX,40527,,149,
2/14/21,UT,1794,,4,
2/14/21,VA,7012,6024,16,988
2/14/21,VI,25,,0,
2/14/21,VT,189,,0,
2/14/21,WA,4675,,0,
2/14/21,WI,6745,6162,1,583
2/14/21,WV,2210,1884,9,326
2/14/21,WY,647,,0,
2/13/21,AK,282,,0,
2/13/21,AL,9242,7250,62,1992
2/13/21,AR,5252,4201,40,1051
2/13/21,AS,0,,0,
2/13/21,AZ,14948,13229,114,1719
2/13/21,CA,46435,,433,
2/13/21,CO,5814,5094,24,720
2/13/21,CT,7381,6049,0,1332
2/13/21,DC,979,,3,
2/13/21,DE,1282,1159,13,123
2/13/21,FL,29179,,118,
2/13/21,GA,15850,13961,142,1889
2/13/21,GU,130,,0,
2/13/21,HI,425,425,0,
2/13/21,IA,5236,,13,
2/13/21,ID,1796,1582,5,214
2/13/21,IL,22087,19926,60,2161
2/13/21,IN,12149,11722,32,427
2/13/21,KS,4364,,0,
2/13/21,KY,4272,3884,19,388
2/13/21,LA,9276,8646,0,630
2/13/21,MA,15424,15116,66,308
2/13/21,MD,7536,7356,33,180
2/13/21,ME,647,634,4,13
2/13/21,MI,16119,15150,92,969
2/13/21,MN,6369,6104,7,265
2/13/21,MO,7453,,11,
2/13/21,MP,2,2,0,
2/13/21,MS,6461,4568,32,1893
2/13/21,MT,1327,,3,
2/13/21,NC,10453,9306,77,1147
2/13/21,ND,1461,,0,
2/13/21,NE,2002,,0,
2/13/21,NH,1130,,4,
2/13/21,NJ,22440,20194,47,2246
2/13/21,NM,3516,,14,
2/13/21,NV,4694,,31,
2/13/21,NY,37009,,127,
2/13/21,OH,16340,13898,1204,2442
2/13/21,OK,3994,,35,
2/13/21,OR,2094,,38,
2/13/21,PA,23072,,113,
2/13/21,PR,1915,1619,8,296
2/13/21,RI,2329,,39,
2/13/21,SC,7911,7072,17,839
2/13/21,SD,1838,,7,
2/13/21,TN,10902,8769,9,2133
2/13/21,TX,40378,,283,
2/13/21,UT,1790,,5,
2/13/21,VA,6996,6010,30,986
2/13/21,VI,25,,0,
2/13/21,VT,189,,0,
2/13/21,WA,4675,,42,
2/13/21,WI,6744,6161,10,583
2/13/21,WV,2201,1875,1,326
2/13/21,WY,647,,0,
2/12/21,AK,282,,2,
2/12/21,AL,9180,7204,159,1976
2/12/21,AR,5212,4179,13,1033
2/12/21,AS,0,,0,
2/12/21,AZ,14834,13128,172,1706
2/12/21,CA,46002,,546,
2/12/21,CO,5790,5071,9,719
2/12/21,CT,7381,6049,27,1332
2/12/21,DC,976,,3,
2/12/21,DE,1269,1148,7,121
2/12/21,FL,29061,,190,
2/12/21,GA,15708,13856,195,1852
2/12/21,GU,130,,0,
2/12/21,HI,425,425,1,
2/12/21,IA,5223,,27,
2/12/21,ID,1791,1577,0,214
2/12/21,IL,22027,19873,42,2154
2/12/21,IN,12117,11690,90,427
2/12/21,KS,4364,,61,
2/12/21,KY,4253,3865,42,388
2/12/21,LA,9276,8646,37,630
2/12/21,MA,15358,15051,89,307
2/12/21,MD,7503,7324,36,179
2/12/21,ME,643,630,2,13
2/12/21,MI,16027,15062,8,965
2/12/21,MN,6362,6097,19,265
2/12/21,MO,7442,,11,
2/12/21,MP,2,2,0,
2/12/21,MS,6429,4554,39,1875
2/12/21,MT,1324,,4,
2/12/21,NC,10376,9254,82,1122
2/12/21,ND,1461,,1,
2/12/21,NE,2002,,12,
2/12/21,NH,1126,,9,
2/12/21,NJ,22393,20147,64,2246
2/12/21,NM,3502,,23,
2/12/21,NV,4663,,26,
2/12/21,NY,36882,,139,
2/12/21,OH,15136,13005,2559,2131
2/12/21,OK,3959,,11,
2/12/21,OR,2056,,12,
2/12/21,PA,22959,,99,
2/12/21,PR,1907,1612,5,295
2/12/21,RI,2290,,16,
2/12/21,SC,7894,7057,57,837
2/12/21,SD,1831,,2,
2/12/21,TN,10893,8761,81,2132
2/12/21,TX,40095,,324,
2/12/21,UT,1785,,11,
2/12/21,VA,6966,5988,8,978
2/12/21,VI,25,,0,
2/12/21,VT,189,,1,
2/12/21,WA,4633,,30,
2/12/21,WI,6734,6151,11,583
2/12/21,WV,2200,1873,13,327
2/12/21,WY,647,,0,
2/11/21,AK,280,,0,
2/11/21,AL,9021,7089,133,1932
2/11/21,AR,5199,4165,25,1034
2/11/21,AS,0,,0,
2/11/21,AZ,14662,12983,200,1679
2/11/21,CA,45456,,461,
2/11/21,CO,5781,5063,11,718
2/11/21,CT,7354,6025,28,1329
2/11/21,DC,973,,8,
2/11/21,DE,1262,1141,17,121
2/11/21,FL,28871,,180,
2/11/21,GA,15513,13672,92,1841
2/11/21,GU,130,,0,
2/11/21,HI,424,424,1,
2/11/21,IA,5196,,22,
2/11/21,ID,1791,1577,11,214
2/11/21,IL,21985,19841,116,2144
2/11/21,IN,12027,11604,26,423
2/11/21,KS,4303,,0,
2/11/21,KY,4211,3830,36,381
2/11/21,LA,9239,8617,27,622
2/11/21,MA,15269,14964,62,305
2/11/21,MD,7467,7288,21,179
2/11/21,ME,641,628,0,13
2/11/21,MI,16019,15052,80,967
2/11/21,MN,6343,6081,24,262
2/11/21,MO,7431,,270,
2/11/21,MP,2,2,0,
2/11/21,MS,6390,4532,23,1858
2/11/21,MT,1320,,0,
2/11/21,NC,10294,9189,113,1105
2/11/21,ND,1460,,1,
2/11/21,NE,1990,,4,
2/11/21,NH,1117,,1,
2/11/21,NJ,22329,20083,79,2246
2/11/21,NM,3479,,18,
2/11/21,NV,4637,,55,
2/11/21,NY,36743,,124,
2/11/21,OH,12577,11104,721,1473
2/11/21,OK,3948,,48,
2/11/21,OR,2044,,13,
2/11/21,PA,22860,,115,
2/11/21,PR,1902,1607,5,295
2/11/21,RI,2274,,15,
2/11/21,SC,7837,7010,95,827
2/11/21,SD,1829,,14,
2/11/21,TN,10812,8706,81,2106
2/11/21,TX,39771,,385,
2/11/21,UT,1774,,9,
2/11/21,VA,6958,5978,26,980
2/11/21,VI,25,,1,
2/11/21,VT,188,,1,
2/11/21,WA,4603,,45,
2/11/21,WI,6723,6140,18,583
2/11/21,WV,2187,1863,12,324
2/11/21,WY,647,,0,
2/10/21,AK,280,,0,
2/10/21,AL,8888,6990,309,1898
2/10/21,AR,5174,4144,26,1030
2/10/21,AS,0,,0,
2/10/21,AZ,14462,12837,176,1625
2/10/21,CA,44995,,518,
2/10/21,CO,5770,5055,24,715
2/10/21,CT,7326,5999,28,1327
2/10/21,DC,965,,4,
2/10/21,DE,1245,1127,24,118
2/10/21,FL,28691,,165,
2/10/21,GA,15421,13599,120,1822
2/10/21,GU,130,,0,
2/10/21,HI,423,423,5,
2/10/21,IA,5174,,29,
2/10/21,ID,1780,1567,4,213
2/10/21,IL,21869,19739,67,2130
2/10/21,IN,12001,11578,59,423
2/10/21,KS,4303,,106,
2/10/21,KY,4175,3799,49,376
2/10/21,LA,9212,8594,50,618
2/10/21,MA,15207,14903,83,304
2/10/21,MD,7446,7267,33,179
2/10/21,ME,641,628,2,13
2/10/21,MI,15939,14977,14,962
2/10/21,MN,6319,6057,11,262
2/10/21,MO,7161,,12,
2/10/21,MP,2,2,0,
2/10/21,MS,6367,4527,25,1840
2/10/21,MT,1320,,5,
2/10/21,NC,10181,9107,135,1074
2/10/21,ND,1459,,2,
2/10/21,NE,1986,,8,
2/10/21,NH,1116,,7,
2/10/21,NJ,22250,20004,147,2246
2/10/21,NM,3461,,31,
2/10/21,NV,4582,,23,
2/10/21,NY,36619,,138,
2/10/21,OH,11856,10522,63,1334
2/10/21,OK,3900,,30,
2/10/21,OR,2031,,7,
2/10/21,PA,22745,,125,
2/10/21,PR,1897,1603,4,294
2/10/21,RI,2259,,11,
2/10/21,SC,7742,6923,49,819
2/10/21,SD,1815,,6,
2/10/21,TN,10731,8652,100,2079
2/10/21,TX,39386,,385,
2/10/21,UT,1765,,17,
2/10/21,VA,6932,5951,34,981
2/10/21,VI,24,,0,
2/10/21,VT,187,,1,
2/10/21,WA,4558,,107,
2/10/21,WI,6705,6129,42,576
2/10/21,WV,2175,1857,25,318
2/10/21,WY,647,,0,
2/9/21,AK,280,,1,
2/9/21,AL,8579,6783,56,1796
2/9/21,AR,5148,4119,42,1029
2/9/21,AS,0,,0,
2/9/21,AZ,14286,12702,231,1584
2/9/21,CA,44477,,327,
2/9/21,CO,5746,5031,13,715
2/9/21,CT,7298,5979,16,1319
2/9/21,DC,961,,5,
2/9/21,DE,1221,1104,13,117
2/9/21,FL,28526,,239,
2/9/21,GA,15301,13481,171,1820
2/9/21,GU,130,,0,
2/9/21,HI,418,418,0,
2/9/21,IA,5145,,35,
2/9/21,ID,1776,1562,9,214
2/9/21,IL,21802,19686,23,2116
2/9/21,IN,11942,11526,67,416
2/9/21,KS,4197,,0,
2/9/21,KY,4126,3753,35,373
2/9/21,LA,9162,8559,20,603
2/9/21,MA,15124,14821,70,303
2/9/21,MD,7413,7234,41,179
2/9/21,ME,639,626,3,13
2/9/21,MI,15925,14965,62,960
2/9/21,MN,6308,6046,6,262
2/9/21,MO,7149,,6,
2/9/21,MP,2,2,0,
2/9/21,MS,6342,4522,72,1820
2/9/21,MT,1315,,1,
2/9/21,NC,10046,9002,55,1044
2/9/21,ND,1457,,3,
2/9/21,NE,1978,,10,
2/9/21,NH,1109,,3,
2/9/21,NJ,22103,19916,92,2187
2/9/21,NM,3430,,18,
2/9/21,NV,4559,,37,
2/9/21,NY,36481,,142,
2/9/21,OH,11793,10468,98,1325
2/9/21,OK,3870,,53,
2/9/21,OR,2024,,1,
2/9/21,PA,22620,,149,
2/9/21,PR,1893,1599,5,294
2/9/21,RI,2248,,12,
2/9/21,SC,7693,6885,3,808
2/9/21,SD,1809,,0,
2/9/21,TN,10631,8586,65,2045
2/9/21,TX,39001,,301,
2/9/21,UT,1748,,10,
2/9/21,VA,6898,5932,78,966
2/9/21,VI,24,,0,
2/9/21,VT,186,,3,
2/9/21,WA,4451,,2,
2/9/21,WI,6663,6094,49,569
2/9/21,WV,2150,1835,19,315
2/9/21,WY,647,,23,
2/8/21,AK,279,,0,
2/8/21,AL,8523,6753,8,1770
2/8/21,AR,5106,4081,30,1025
2/8/21,AS,0,,0,
2/8/21,AZ,14055,12487,7,1568
2/8/21,CA,44150,,208,
2/8/21,CO,5733,5020,2,713
2/8/21,CT,7282,5966,68,1316
2/8/21,DC,956,,4,
2/8/21,DE,1208,1091,0,117
2/8/21,FL,28287,,126,
2/8/21,GA,15130,13361,38,1769
2/8/21,GU,130,,0,
2/8/21,HI,418,418,0,
2/8/21,IA,5110,,2,
2/8/21,ID,1767,1553,0,214
2/8/21,IL,21779,19668,41,2111
2/8/21,IN,11875,11459,58,416
2/8/21,KS,4197,,96,
2/8/21,KY,4091,3720,40,371
2/8/21,LA,9142,8541,23,601
2/8/21,MA,15054,14753,55,301
2/8/21,MD,7372,7193,23,179
2/8/21,ME,636,623,1,13
2/8/21,MI,15863,14905,9,958
2/8/21,MN,6302,6041,3,261
2/8/21,MO,7143,,0,
2/8/21,MP,2,2,0,
2/8/21,MS,6270,4481,1,1789
2/8/21,MT,1314,,0,
2/8/21,NC,9991,8958,8,1033
2/8/21,ND,1454,,3,
2/8/21,NE,1968,,0,
2/8/21,NH,1106,,2,
2/8/21,NJ,22011,19824,22,2187
2/8/21,NM,3412,,13,
2/8/21,NV,4522,,2,
2/8/21,NY,36339,,115,
2/8/21,OH,11695,10384,36,1311
2/8/21,OK,3817,,4,
2/8/21,OR,2023,,4,
2/8/21,PA,22471,,4,
2/8/21,PR,1888,1595,5,293
2/8/21,RI,2236,,8,
2/8/21,SC,7690,6881,39,809
2/8/21,SD,1809,,0,
2/8/21,TN,10566,8536,97,2030
2/8/21,TX,38700,,57,
2/8/21,UT,1738,,2,
2/8/21,VA,6820,5874,42,946
2/8/21,VI,24,,0,
2/8/21,VT,183,,0,
2/8/21,WA,4449,,0,
2/8/21,WI,6614,6055,1,559
2/8/21,WV,2131,1822,2,309
2/8/21,WY,624,,0,
2/7/21,AK,279,,0,
2/7/21,AL,8515,6747,2,1768
2/7/21,AR,5076,4054,15,1022
2/7/21,AS,0,,0,
2/7/21,AZ,14048,12480,37,1568
2/7/21,CA,43942,,295,
2/7/21,CO,5731,5020,10,711
2/7/21,CT,7214,5895,0,1319
2/7/21,DC,952,,5,
2/7/21,DE,1208,1091,6,117
2/7/21,FL,28161,,103,
2/7/21,GA,15092,13326,2,1766
2/7/21,GU,130,,1,
2/7/21,HI,418,418,2,
2/7/21,IA,5108,,0,
2/7/21,ID,1767,1553,9,214
2/7/21,IL,21738,19633,62,2105
2/7/21,IN,11817,11401,65,416
2/7/21,KS,4101,,0,
2/7/21,KY,4051,3689,31,362
2/7/21,LA,9119,8522,43,597
2/7/21,MA,14999,14698,78,301
2/7/21,MD,7349,7170,20,179
2/7/21,ME,635,622,1,13
